technique,id,name,tactics,data_sources,data_sources_num
T1001,T1001,Data Obfuscation (T1001),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,3
T1001,T1001.001,Junk Data (T1001.001),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Access|Process: Process Creation,4
T1001,T1001.002,Steganography (T1001.002),command-and-control,File: File Creation|File: File Metadata|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,5
T1001,T1001.003,Protocol or Service Impersonation (T1001.003),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation|Process: Process Metadata,4
T1003,T1003,OS Credential Dumping (T1003),credential-access,Active Directory: Active Directory Object Access|File: File Access|Process: Process Access|Process: Process Creation|Process: Process Metadata,5
T1003,T1003.001,LSASS Memory (T1003.001),credential-access,File: File Creation|Process: Process Access|Process: Process Creation|User Account: User Account Metadata|Windows Registry: Windows Registry Key Modification,5
T1003,T1003.002,Security Account Manager (T1003.002),credential-access,File: File Creation|File: File Modification|Process: Process Creation|Windows Registry: Windows Registry Key Modification,4
T1003,T1003.003,NTDS (T1003.003),credential-access,File: File Creation|File: File Modification|Process: Process Creation|Volume: Volume Creation,4
T1003,T1003.004,LSA Secrets (T1003.004),credential-access,File: File Modification|Module: Module Load|Process: Process Access|Process: Process Creation,4
T1003,T1003.005,Cached Domain Credentials (T1003.005),credential-access,File: File Access|Process: Process Access|Process: Process Creation,3
T1003,T1003.006,DCSync (T1003.006),credential-access,Active Directory: Active Directory Object Access|Active Directory: Active Directory Object Deletion|Network Traffic: Network Traffic Content,3
T1003,T1003.007,Proc Filesystem (T1003.007),credential-access,File: File Access|File: File Modification|Process: Process Access|Process: Process Creation,4
T1003,T1003.008,/etc/passwd and /etc/shadow (T1003.008),credential-access,File: File Access|Process: Process Creation,2
T1005,T1005,Data from Local System (T1005),collection,Command: Command Execution|File: File Access|File: File Creation|Process: Process Creation,4
T1006,T1006,Direct Volume Access (T1006),stealth,Command: Command Execution|Process: Process Access|Process: Process Creation,3
T1007,T1007,System Service Discovery (T1007),discovery,Command: Command Execution|Process: Process Creation,2
T1008,T1008,Fallback Channels (T1008),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow,2
T1010,T1010,Application Window Discovery (T1010),discovery,Command: Command Execution|Process: OS API Execution|Process: Process Access|Process: Process Creation,4
T1011,T1011,Exfiltration Over Other Network Medium (T1011),exfiltration,Command: Command Execution|File: File Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Sensor Health: Host Status,7
T1011,T1011.001,Exfiltration Over Bluetooth (T1011.001),exfiltration,Command: Command Execution|File: File Access|File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation,5
T1012,T1012,Query Registry (T1012),discovery,Command: Command Execution|Process: Process Creation|Windows Registry: Windows Registry Key Modification,3
T1014,T1014,Rootkit (T1014),stealth,Driver: Driver Load|File: File Creation|File: File Modification|Module: Module Load|Process: Process Creation|Service: Service Creation,6
T1016,T1016,System Network Configuration Discovery (T1016),discovery,Command: Command Execution|Process: Process Creation,2
T1016,T1016.001,Internet Connection Discovery (T1016.001),discovery,Command: Command Execution|Network Traffic: Network Connection Creation|Process: Process Creation|Script: Script Execution,4
T1016,T1016.002,Wi-Fi Discovery (T1016.002),discovery,Command: Command Execution|File: File Access|Process: Process Creation,3
T1018,T1018,Remote System Discovery (T1018),discovery,Command: Command Execution|File: File Access|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1020,T1020,Automated Exfiltration (T1020),exfiltration,Network Traffic: Network Connection Creation|Process: Process Creation|Scheduled Job: Scheduled Job Creation,3
T1020,T1020.001,Traffic Duplication (T1020.001),exfiltration,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow,2
T1021,T1021,Remote Services (T1021),lateral-movement,Command: Command Execution|Logon Session: Logon Session Creation|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1021,T1021.001,Remote Desktop Protocol (T1021.001),lateral-movement,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1021,T1021.002,SMB/Windows Admin Shares (T1021.002),lateral-movement,Logon Session: Logon Session Creation|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1021,T1021.003,Distributed Component Object Model (T1021.003),lateral-movement,Logon Session: Logon Session Creation|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation,4
T1021,T1021.004,SSH (T1021.004),lateral-movement,Command: Command Execution|Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,6
T1021,T1021.005,VNC (T1021.005),lateral-movement,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1021,T1021.006,Windows Remote Management (T1021.006),lateral-movement,Logon Session: Logon Session Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Service: Service Metadata,4
T1021,T1021.007,Cloud Services (T1021.007),lateral-movement,Command: Command Execution|File: File Access|Logon Session: Logon Session Creation,3
T1021,T1021.008,Direct Cloud VM Connections (T1021.008),lateral-movement,Logon Session: Logon Session Creation|Process: Process Creation,2
T1025,T1025,Data from Removable Media (T1025),collection,Drive: Drive Creation|File: File Access|Process: Process Creation,3
T1027,T1027,Obfuscated Files or Information (T1027),stealth,Command: Command Execution|File: File Creation|File: File Metadata|File: File Modification|Network Traffic: Network Traffic Content|Process: OS API Execution|Process: Process Creation,7
T1027,T1027.001,Binary Padding (T1027.001),stealth,File: File Access|File: File Creation|Process: Process Creation,3
T1027,T1027.002,Software Packing (T1027.002),stealth,Process: Process Access|Process: Process Creation|Process: Process Modification,3
T1027,T1027.003,Steganography (T1027.003),stealth,File: File Access|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1027,T1027.004,Compile After Delivery (T1027.004),stealth,File: File Creation|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1027,T1027.005,Indicator Removal from Tools (T1027.005),stealth,Application Log: Application Log Content|File: File Creation|File: File Metadata|Process: Process Creation|Process: Process Modification,5
T1027,T1027.006,HTML Smuggling (T1027.006),stealth,File: File Creation|File: File Metadata|Network Traffic: Network Traffic Content|Process: Process Creation,4
T1027,T1027.007,Dynamic API Resolution (T1027.007),stealth,Module: Module Load|Process: OS API Execution|Process: Process Creation,3
T1027,T1027.008,Stripped Payloads (T1027.008),stealth,File: File Creation|File: File Metadata|File: File Modification|Network Traffic: Network Traffic Content|Process: Process Creation,5
T1027,T1027.009,Embedded Payloads (T1027.009),stealth,File: File Access|File: File Creation|File: File Metadata|File: File Modification|Process: Process Creation,5
T1027,T1027.010,Command Obfuscation (T1027.010),stealth,Command: Command Execution|Process: Process Creation,2
T1027,T1027.011,Fileless Storage (T1027.011),stealth,File: File Creation|File: File Metadata|WMI: WMI Creation|Windows Registry: Windows Registry Key Modification,4
T1027,T1027.012,LNK Icon Smuggling (T1027.012),stealth,File: File Metadata|Network Traffic: Network Connection Creation|Process: Process Creation,3
T1027,T1027.013,Encrypted/Encoded File (T1027.013),stealth,Command: Command Execution|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Access|Process: Process Creation|Process: Process Modification,6
T1027,T1027.014,Polymorphic Code (T1027.014),stealth,File: File Creation|File: File Modification|Module: Module Load|Process: Process Access|Process: Process Creation|Process: Process Metadata|Process: Process Modification,7
T1027,T1027.015,Compression (T1027.015),stealth,File: File Access|File: File Creation|File: File Metadata|File: File Modification|Process: Process Creation,5
T1027,T1027.016,Junk Code Insertion (T1027.016),stealth,File: File Creation|Process: Process Access|Process: Process Creation|Process: Process Modification,4
T1027,T1027.017,SVG Smuggling (T1027.017),stealth,File: File Creation|File: File Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,5
T1027,T1027.018,Invisible Unicode (T1027.018),stealth,Command: Command Execution|File: File Access|File: File Creation|File: File Metadata|Module: Module Load|Network Traffic: Network Connection Creation|Process: Process Creation|Script: Script Execution,8
T1029,T1029,Scheduled Transfer (T1029),exfiltration,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Scheduled Job: Scheduled Job Metadata,4
T1030,T1030,Data Transfer Size Limits (T1030),exfiltration,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow,2
T1033,T1033,System Owner/User Discovery (T1033),discovery,Command: Command Execution|Process: OS API Execution|Process: Process Creation,3
T1036,T1036,Masquerading (T1036),stealth,Command: Command Execution|File: File Metadata|File: File Modification|Image: Image Metadata|Process: Process Creation|Process: Process Metadata|Service: Service Creation|Service: Service Metadata,8
T1036,T1036.001,Invalid Code Signature (T1036.001),stealth,Command: Command Execution|File: File Metadata|File: File Modification|Process: Process Creation,4
T1036,T1036.002,Right-to-Left Override (T1036.002),stealth,Command: Command Execution|File: File Access|File: File Metadata|Process: Process Creation,4
T1036,T1036.003,Rename Legitimate Utilities (T1036.003),stealth,Command: Command Execution|File: File Creation|File: File Metadata|File: File Modification|Process: Process Creation|Process: Process Metadata,6
T1036,T1036.004,Masquerade Task or Service (T1036.004),stealth,Process: Process Creation|Scheduled Job: Scheduled Job Creation|Scheduled Job: Scheduled Job Metadata|Scheduled Job: Scheduled Job Modification|Service: Service Creation|Service: Service Metadata,6
T1036,T1036.005,Match Legitimate Resource Name or Location (T1036.005),stealth,File: File Access|File: File Creation|File: File Metadata|Image: Image Metadata|Module: Module Load|Process: Process Creation|Process: Process Metadata|Process: Process Modification|Scheduled Job: Scheduled Job Creation|Service: Service Metadata,10
T1036,T1036.006,Space after Filename (T1036.006),stealth,File: File Access|File: File Metadata|Process: Process Creation,3
T1036,T1036.007,Double File Extension (T1036.007),stealth,File: File Creation|Process: Process Creation,2
T1036,T1036.008,Masquerade File Type (T1036.008),stealth,File: File Creation|File: File Metadata|Process: Process Creation,3
T1036,T1036.009,Break Process Trees (T1036.009),stealth,Process: OS API Execution|Process: Process Creation,2
T1036,T1036.010,Masquerade Account Name (T1036.010),stealth,User Account: User Account Creation|User Account: User Account Metadata|User Account: User Account Modification,3
T1036,T1036.011,Overwrite Process Arguments (T1036.011),stealth,Process: Process Metadata|Process: Process Modification,2
T1036,T1036.012,Browser Fingerprint (T1036.012),stealth,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: OS API Execution|Process: Process Creation,4
T1037,T1037,Boot or Logon Initialization Scripts (T1037),persistence|privilege-escalation,File: File Access|File: File Metadata|File: File Modification|Process: Process Creation|Scheduled Job: Scheduled Job Creation|Script: Script Execution|Service: Service Metadata|Windows Registry: Windows Registry Key Modification,8
T1037,T1037.001,Logon Script (Windows) (T1037.001),persistence|privilege-escalation,File: File Access|Logon Session: Logon Session Creation|Process: Process Creation|Script: Script Execution,4
T1037,T1037.002,Login Hook (T1037.002),persistence|privilege-escalation,File: File Modification|Process: Process Creation,2
T1037,T1037.003,Network Logon Script (T1037.003),persistence|privilege-escalation,Network Share: Network Share Access|Process: Process Creation|Script: Script Execution,3
T1037,T1037.004,RC Scripts (T1037.004),persistence|privilege-escalation,Command: Command Execution|File: File Creation|File: File Modification|Process: Process Creation|Script: Script Execution,5
T1037,T1037.005,Startup Items (T1037.005),persistence|privilege-escalation,File: File Creation|Process: Process Creation,2
T1039,T1039,Data from Network Shared Drive (T1039),collection,Drive: Drive Access|File: File Access|File: File Creation|Network Share: Network Share Access,4
T1040,T1040,Network Sniffing (T1040),credential-access|discovery,Cloud Service: Cloud Service Modification|Command: Command Execution|Network Traffic: Network Traffic Content|Process: Process Creation|Service: Service Creation|User Account: User Account Authentication,6
T1041,T1041,Exfiltration Over C2 Channel (T1041),exfiltration,File: File Access|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1046,T1046,Network Service Discovery (T1046),discovery,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1047,T1047,Windows Management Instrumentation (T1047),execution,Network Traffic: Network Connection Creation|Process: Process Creation|WMI: WMI Creation,3
T1048,T1048,Exfiltration Over Alternative Protocol (T1048),exfiltration,Cloud Storage: Cloud Storage Access|Command: Command Execution|File: File Access|File: File Creation|File: File Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,9
T1048,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol (T1048.001),exfiltration,Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1048,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol (T1048.002),exfiltration,Command: Command Execution|File: File Access|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,6
T1048,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol (T1048.003),exfiltration,Command: Command Execution|File: File Access|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,6
T1049,T1049,System Network Connections Discovery (T1049),discovery,Command: Command Execution|Network Traffic: Network Traffic Content|Process: OS API Execution|Process: Process Creation,4
T1052,T1052,Exfiltration Over Physical Medium (T1052),exfiltration,Command: Command Execution|Drive: Drive Creation|File: File Access|File: File Creation|Process: Process Creation,5
T1052,T1052.001,Exfiltration over USB (T1052.001),exfiltration,Drive: Drive Creation|File: File Access|File: File Creation|Process: Process Creation,4
T1053,T1053,Scheduled Task/Job (T1053),execution|persistence|privilege-escalation,Command: Command Execution|File: File Creation|File: File Modification|Process: Process Creation|Scheduled Job: Scheduled Job Creation,5
T1053,T1053.002,At (T1053.002),execution|persistence|privilege-escalation,Command: Command Execution|File: File Modification|Process: Process Creation|Scheduled Job: Scheduled Job Creation,4
T1053,T1053.003,Cron (T1053.003),execution|persistence|privilege-escalation,File: File Modification|Process: Process Creation|Scheduled Job: Scheduled Job Creation,3
T1053,T1053.005,Scheduled Task (T1053.005),execution|persistence|privilege-escalation,File: File Creation|Process: Process Creation|Scheduled Job: Scheduled Job Creation|Scheduled Job: Scheduled Job Modification|Windows Registry: Windows Registry Key Modification,5
T1053,T1053.006,Systemd Timers (T1053.006),execution|persistence|privilege-escalation,File: File Creation|Process: Process Creation|Scheduled Job: Scheduled Job Creation,3
T1053,T1053.007,Container Orchestration Job (T1053.007),execution|persistence|privilege-escalation,Container: Container Creation|Network Traffic: Network Traffic Content|Scheduled Job: Scheduled Job Creation,3
T1055,T1055,Process Injection (T1055),stealth|privilege-escalation,File: File Access|Module: Module Load|Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Metadata|Process: Process Modification,7
T1055,T1055.001,Dynamic-link Library Injection (T1055.001),stealth|privilege-escalation,Module: Module Load|Named Pipe: Named Pipe Metadata|Process: Process Access|Process: Process Creation,4
T1055,T1055.002,Portable Executable Injection (T1055.002),stealth|privilege-escalation,File: File Creation|Process: Process Access|Process: Process Creation|Process: Process Modification,4
T1055,T1055.003,Thread Execution Hijacking (T1055.003),stealth|privilege-escalation,Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Modification,4
T1055,T1055.004,Asynchronous Procedure Call (T1055.004),stealth|privilege-escalation,Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Modification,4
T1055,T1055.005,Thread Local Storage (T1055.005),stealth|privilege-escalation,Module: Module Load|Process: OS API Execution|Process: Process Access|Process: Process Modification,4
T1055,T1055.008,Ptrace System Calls (T1055.008),stealth|privilege-escalation,Process: OS API Execution|Process: Process Creation|Process: Process Metadata,3
T1055,T1055.009,Proc Memory (T1055.009),stealth|privilege-escalation,File: File Access|File: File Modification|Process: OS API Execution,3
T1055,T1055.011,Extra Window Memory Injection (T1055.011),stealth|privilege-escalation,Process: OS API Execution|Process: Process Access|Process: Process Creation,3
T1055,T1055.012,Process Hollowing (T1055.012),stealth|privilege-escalation,Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Modification,4
T1055,T1055.013,Process Doppelgänging (T1055.013),stealth|privilege-escalation,File: File Creation|Process: OS API Execution|Process: Process Access|Process: Process Creation,4
T1055,T1055.014,VDSO Hijacking (T1055.014),stealth|privilege-escalation,Module: Module Load|Process: OS API Execution|Process: Process Creation|Process: Process Modification,4
T1055,T1055.015,ListPlanting (T1055.015),stealth|privilege-escalation,Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Modification,4
T1056,T1056,Input Capture (T1056),collection|credential-access,File: File Access|File: File Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Metadata,8
T1056,T1056.001,Keylogging (T1056.001),collection|credential-access,File: File Access|Firmware: Firmware Modification|Network Traffic: Network Traffic Content|Process: OS API Execution|Process: Process Access|Process: Process Creation|Process: Process Metadata|Service: Service Creation|Windows Registry: Windows Registry Key Modification,9
T1056,T1056.002,GUI Input Capture (T1056.002),collection|credential-access,Command: Command Execution|Process: Process Creation|Script: Script Execution,3
T1056,T1056.003,Web Portal Capture (T1056.003),collection|credential-access,File: File Creation|File: File Modification|Network Traffic: Network Traffic Content,3
T1056,T1056.004,Credential API Hooking (T1056.004),collection|credential-access,File: File Access|Module: Module Load|Process: Process Access|Process: Process Creation|Process: Process Modification,5
T1057,T1057,Process Discovery (T1057),discovery,Command: Command Execution|File: File Access|Process: Process Access|Process: Process Creation|Process: Process Metadata,5
T1059,T1059,Command and Scripting Interpreter (T1059),execution,Command: Command Execution|Process: Process Creation|User Account: User Account Authentication,3
T1059,T1059.001,PowerShell (T1059.001),execution,Command: Command Execution|Module: Module Load|Process: Process Creation|Process: Process Metadata,4
T1059,T1059.002,AppleScript (T1059.002),execution,Process: Process Creation,1
T1059,T1059.003,Windows Command Shell (T1059.003),execution,Module: Module Load|Process: Process Creation|Script: Script Execution,3
T1059,T1059.004,Unix Shell (T1059.004),execution,Command: Command Execution|Logon Session: Logon Session Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation|Script: Script Execution,6
T1059,T1059.005,Visual Basic (T1059.005),execution,Command: Command Execution|Module: Module Load|Process: Process Creation|Script: Script Execution,4
T1059,T1059.006,Python (T1059.006),execution,Command: Command Execution|Network Traffic: Network Traffic Content|Process: Process Creation|Script: Script Execution,4
T1059,T1059.007,JavaScript (T1059.007),execution,Command: Command Execution|Module: Module Load|Process: Process Creation|Script: Script Execution,4
T1059,T1059.008,Network Device CLI (T1059.008),execution,Command: Command Execution|Network Traffic: Network Traffic Content|User Account: User Account Authentication,3
T1059,T1059.009,Cloud API (T1059.009),execution,Cloud Service: Cloud Service Modification|Command: Command Execution|User Account: User Account Authentication,3
T1059,T1059.010,AutoHotKey & AutoIT (T1059.010),execution,File: File Creation|Process: Process Access|Process: Process Creation,3
T1059,T1059.011,Lua (T1059.011),execution,Command: Command Execution|File: File Creation|File: File Metadata|Process: Process Creation|Script: Script Execution,5
T1059,T1059.012,Hypervisor CLI (T1059.012),execution,Command: Command Execution|User Account: User Account Authentication,2
T1059,T1059.013,Container CLI/API (T1059.013),execution,Command: Command Execution|Container: Container Creation|Container: Container Start|Pod: Pod Creation|Process: Process Creation,5
T1068,T1068,Exploitation for Privilege Escalation (T1068),privilege-escalation,Container: Container Enumeration|Driver: Driver Load|Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Module: Module Load|Process: Process Access|Process: Process Creation,7
T1069,T1069,Permission Groups Discovery (T1069),discovery,Command: Command Execution|Process: Process Creation,2
T1069,T1069.001,Local Groups (T1069.001),discovery,Process: Process Creation,1
T1069,T1069.002,Domain Groups (T1069.002),discovery,Command: Command Execution|Network Traffic: Network Traffic Content|Process: Process Creation,3
T1069,T1069.003,Cloud Groups (T1069.003),discovery,Command: Command Execution|Group: Group Enumeration|Group: Group Metadata,3
T1070,T1070,Indicator Removal (T1070),stealth,Application Log: Application Log Content|File: File Deletion|File: File Metadata|File: File Modification|Scheduled Job: Scheduled Job Modification|Windows Registry: Windows Registry Key Modification,6
T1070,T1070.003,Clear Command History (T1070.003),stealth,Command: Command Execution|File: File Deletion|File: File Modification|Process: Process Creation,4
T1070,T1070.004,File Deletion (T1070.004),stealth,Command: Command Execution|File: File Access|File: File Deletion|File: File Modification|Process: Process Creation,5
T1070,T1070.005,Network Share Connection Removal (T1070.005),stealth,Command: Command Execution|Logon Session: Logon Session Creation|Network Traffic: Network Traffic Content|Process: Process Creation,4
T1070,T1070.006,Timestomp (T1070.006),stealth,Command: Command Execution|File: File Access|File: File Metadata|File: File Modification|Process: OS API Execution|Process: Process Creation,6
T1070,T1070.007,Clear Network Connection History and Configurations (T1070.007),stealth,Command: Command Execution|File: File Modification|Firewall: Firewall Rule Modification|Network Traffic: Network Traffic Content|Process: Process Creation|Windows Registry: Windows Registry Key Modification,6
T1070,T1070.008,Clear Mailbox Data (T1070.008),stealth,Application Log: Application Log Content|Command: Command Execution|File: File Deletion|File: File Modification|Process: Process Creation,5
T1070,T1070.009,Clear Persistence (T1070.009),stealth,Command: Command Execution|File: File Deletion|Process: Process Creation|Scheduled Job: Scheduled Job Creation|User Account: User Account Deletion|Windows Registry: Windows Registry Key Modification,6
T1070,T1070.010,Relocate Malware (T1070.010),stealth,Command: Command Execution|File: File Creation|File: File Deletion|File: File Modification,4
T1071,T1071,Application Layer Protocol (T1071),command-and-control,Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1071,T1071.001,Web Protocols (T1071.001),command-and-control,Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1071,T1071.002,File Transfer Protocols (T1071.002),command-and-control,Command: Command Execution|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1071,T1071.003,Mail Protocols (T1071.003),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1071,T1071.004,DNS (T1071.004),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1071,T1071.005,Publish/Subscribe Protocols (T1071.005),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1072,T1072,Software Deployment Tools (T1072),execution|lateral-movement,Application Log: Application Log Content|Command: Command Execution|Network Traffic: Network Traffic Flow|Process: Process Creation,4
T1074,T1074,Data Staged (T1074),collection,Cloud Storage: Cloud Storage Access|Command: Command Execution|File: File Access|File: File Creation|Process: Process Creation,5
T1074,T1074.001,Local Data Staging (T1074.001),collection,Command: Command Execution|File: File Access|File: File Creation|Process: Process Creation|Snapshot: Snapshot Creation,5
T1074,T1074.002,Remote Data Staging (T1074.002),collection,Cloud Storage: Cloud Storage Access|Command: Command Execution|File: File Access|File: File Creation|Network Share: Network Share Access|Network Traffic: Network Traffic Content|Process: Process Creation,7
T1078,T1078,Valid Accounts (T1078),stealth|persistence|privilege-escalation|initial-access,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|Process: Process Creation|User Account: User Account Authentication,4
T1078,T1078.001,Default Accounts (T1078.001),stealth|persistence|privilege-escalation|initial-access,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|User Account: User Account Authentication,3
T1078,T1078.002,Domain Accounts (T1078.002),stealth|persistence|privilege-escalation|initial-access,Logon Session: Logon Session Metadata|Network Traffic: Network Connection Creation|Process: Process Creation|User Account: User Account Authentication,4
T1078,T1078.003,Local Accounts (T1078.003),stealth|persistence|privilege-escalation|initial-access,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|User Account: User Account Authentication,3
T1078,T1078.004,Cloud Accounts (T1078.004),stealth|persistence|privilege-escalation|initial-access,Logon Session: Logon Session Creation|Logon Session: Logon Session Metadata|User Account: User Account Authentication,3
T1080,T1080,Taint Shared Content (T1080),lateral-movement,File: File Creation|File: File Modification|Network Share: Network Share Access,3
T1082,T1082,System Information Discovery (T1082),discovery,Command: Command Execution|Instance: Instance Enumeration|Process: Process Creation|Windows Registry: Windows Registry Key Modification,4
T1083,T1083,File and Directory Discovery (T1083),discovery,Command: Command Execution|File: File Access|File: File Creation|Process: Process Creation,4
T1087,T1087,Account Discovery (T1087),discovery,Cloud Service: Cloud Service Enumeration|Command: Command Execution|File: File Access|Group: Group Enumeration|Process: Process Creation|Script: Script Execution|User Account: User Account Metadata,7
T1087,T1087.001,Local Account (T1087.001),discovery,File: File Access|Process: Process Creation|User Account: User Account Metadata,3
T1087,T1087.002,Domain Account (T1087.002),discovery,Command: Command Execution|Network Traffic: Network Traffic Content|Process: Process Creation,3
T1087,T1087.003,Email Account (T1087.003),discovery,Application Log: Application Log Content|Command: Command Execution|Process: Process Creation|User Account: User Account Authentication|User Account: User Account Metadata,5
T1087,T1087.004,Cloud Account (T1087.004),discovery,Application Log: Application Log Content|Command: Command Execution|User Account: User Account Authentication|User Account: User Account Metadata,4
T1090,T1090,Proxy (T1090),command-and-control,Command: Command Execution|Firewall: Firewall Rule Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1090,T1090.001,Internal Proxy (T1090.001),command-and-control,Command: Command Execution|Firewall: Firewall Rule Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation|Service: Service Creation,7
T1090,T1090.002,External Proxy (T1090.002),command-and-control,Firewall: Firewall Rule Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1090,T1090.003,Multi-hop Proxy (T1090.003),command-and-control,Firmware: Firmware Modification|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow|Process: Process Creation,5
T1090,T1090.004,Domain Fronting (T1090.004),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Process: Process Creation,3
T1091,T1091,Replication Through Removable Media (T1091),lateral-movement|initial-access,Drive: Drive Creation|File: File Access|File: File Creation|Process: Process Creation,4
T1092,T1092,Communication Through Removable Media (T1092),command-and-control,Drive: Drive Creation|File: File Creation|Process: Process Creation,3
T1095,T1095,Non-Application Layer Protocol (T1095),command-and-control,Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow,3
T1098,T1098,Account Manipulation (T1098),persistence|privilege-escalation,Active Directory: Active Directory Object Modification|File: File Modification|Process: Process Creation|User Account: User Account Modification,4
T1098,T1098.001,Additional Cloud Credentials (T1098.001),persistence|privilege-escalation,Active Directory: Active Directory Object Creation|Active Directory: Active Directory Object Modification|User Account: User Account Modification,3
T1098,T1098.002,Additional Email Delegate Permissions (T1098.002),persistence|privilege-escalation,Application Log: Application Log Content|Process: Process Creation|User Account: User Account Modification,3
T1098,T1098.003,Additional Cloud Roles (T1098.003),persistence|privilege-escalation,User Account: User Account Modification,1
T1098,T1098.004,SSH Authorized Keys (T1098.004),persistence|privilege-escalation,Command: Command Execution|File: File Modification|Process: Process Creation,3
T1098,T1098.005,Device Registration (T1098.005),persistence|privilege-escalation,Active Directory: Active Directory Object Creation|Application Log: Application Log Content|User Account: User Account Modification,3
